batch,horizon_h,variable,rmse,mae,pearson
26,12,msl,0.9821872711181641,0.7789621353149414,0.12797415256500244
26,18,u10,1.0005062818527222,0.7907710075378418,0.004632297437638044
26,18,v10,0.8663781881332397,0.6455817818641663,0.563151478767395
26,18,t2m,0.5026492476463318,0.37385642528533936,0.8819658756256104
26,18,msl,0.8051313757896423,0.6714104413986206,0.27126118540763855
26,24,u10,1.0712964534759521,0.8589657545089722,-0.2413087636232376
26,24,v10,0.8113831877708435,0.6059412956237793,0.5344566106796265
26,24,t2m,0.5176383256912231,0.39104920625686646,0.8394831418991089
26,24,msl,1.0658581256866455,0.9196422696113586,0.2505110502243042
27,6,u10,0.8453693985939026,0.650749146938324,0.23989082872867584
27,6,v10,0.895831286907196,0.6965762376785278,0.7261061072349548
27,6,t2m,0.5892955660820007,0.4441317319869995,0.9109038710594177
27,6,msl,0.7077130079269409,0.5930737853050232,0.4632323682308197
27,12,u10,1.0831212997436523,0.8646665811538696,-0.04205572232604027
27,12,v10,0.7729974985122681,0.5797398090362549,0.650902271270752
27,12,t2m,0.5331452488899231,0.397877037525177,0.8758566975593567
27,12,msl,0.7022215723991394,0.5815573334693909,0.35593411326408386
27,18,u10,1.0451531410217285,0.8109716773033142,-0.12987791001796722
27,18,v10,0.7196449637413025,0.5421181917190552,0.5067992806434631
27,18,t2m,0.5230608582496643,0.4026266932487488,0.8256605863571167
27,18,msl,0.9273921251296997,0.7923990488052368,0.4638789892196655
27,24,u10,0.9001163244247437,0.677893877029419,0.01955505646765232
27,24,v10,0.7890869379043579,0.5668558478355408,0.11160445213317871
27,24,t2m,0.5109584331512451,0.39557933807373047,0.7950161099433899
27,24,msl,1.0544755458831787,0.9334558248519897,0.519517183303833
28,6,u10,1.1296906471252441,0.8964803218841553,0.2643054127693176
28,6,v10,0.7469518780708313,0.5476704835891724,0.7004504799842834
28,6,t2m,0.563457727432251,0.4380989372730255,0.8683422803878784
28,6,msl,0.7238624691963196,0.5547271966934204,0.5735881328582764
28,12,u10,1.1188374757766724,0.8558197021484375,0.0116815734654665
28,12,v10,0.7388378381729126,0.5480032563209534,0.3917408883571625
28,12,t2m,0.5857646465301514,0.47661668062210083,0.8109361529350281
28,12,msl,0.9414554834365845,0.7588703036308289,0.6263182163238525
28,18,u10,0.8912014365196228,0.6730432510375977,0.1683368980884552
28,18,v10,0.8808865547180176,0.6218949556350708,0.02394925244152546
28,18,t2m,0.5245259404182434,0.43040308356285095,0.775727391242981
28,18,msl,0.8553212285041809,0.7112358212471008,0.5747404098510742
28,24,u10,0.6769517064094543,0.5415372848510742,0.3894714415073395
28,24,v10,0.9484812021255493,0.6717981100082397,-0.04278908297419548
28,24,t2m,0.6431911587715149,0.5072804093360901,0.6780251264572144
28,24,msl,0.7914509773254395,0.6902115345001221,0.5864726901054382
29,6,u10,1.0080796480178833,0.7416574954986572,0.4402347207069397
29,6,v10,0.8386524319648743,0.6228640079498291,0.2997168004512787
29,6,t2m,0.6441161632537842,0.509628415107727,0.7968254685401917
29,6,msl,0.9413459897041321,0.7256157398223877,0.7619088292121887
29,12,u10,0.8502095937728882,0.6413583755493164,0.22147896885871887
29,12,v10,1.0021754503250122,0.7106660604476929,-0.03896615281701088
29,12,t2m,0.5627127289772034,0.46179285645484924,0.8085737824440002
29,12,msl,0.7999833226203918,0.641221284866333,0.6398494839668274
29,18,u10,0.6354895830154419,0.505853533744812,0.404893159866333
29,18,v10,1.0370619297027588,0.7308197617530823,-0.0884520411491394
29,18,t2m,0.6650080680847168,0.5399502515792847,0.6835431456565857
29,18,msl,0.6784593462944031,0.5721948146820068,0.553074300289154
29,24,u10,0.7144291996955872,0.5560751557350159,0.42435163259506226
29,24,v10,1.0684527158737183,0.6952784061431885,-0.018370022997260094
29,24,t2m,0.5223489999771118,0.4290134310722351,0.821334719657898
29,24,msl,0.6366826295852661,0.4769401550292969,0.24080641567707062
30,6,u10,0.7437744736671448,0.5608978867530823,0.532660722732544
30,6,v10,0.8978626728057861,0.6322420835494995,0.4649806320667267
30,6,t2m,0.6200221180915833,0.4754723310470581,0.7923597097396851
30,6,msl,0.6178380250930786,0.5111904740333557,0.8396695256233215
30,12,u10,0.6211680769920349,0.48551124334335327,0.462441623210907
30,12,v10,1.046595573425293,0.7109243273735046,0.0795082077383995
30,12,t2m,0.6030725836753845,0.4873509705066681,0.8045189380645752
30,12,msl,0.6695668697357178,0.5590105056762695,0.6018811464309692
30,18,u10,0.8360574841499329,0.6241624355316162,0.38308966159820557
30,18,v10,1.0236116647720337,0.6727379560470581,0.08717293292284012
30,18,t2m,0.531978189945221,0.44440311193466187,0.84157794713974
30,18,msl,0.7333128452301025,0.5286986827850342,0.17350926995277405
30,24,u10,1.0150723457336426,0.7322153449058533,0.22180607914924622
30,24,v10,0.7525452375411987,0.5590473413467407,0.477978378534317
30,24,t2m,0.520830512046814,0.4409532845020294,0.8816315531730652
30,24,msl,0.7393893599510193,0.5399513244628906,0.026516545563936234
31,6,u10,0.6935482025146484,0.5311100482940674,0.5056377649307251
31,6,v10,0.9276199340820312,0.6106467843055725,0.5809658765792847
31,6,t2m,0.576889157295227,0.46108847856521606,0.8096722364425659
31,6,msl,0.6699817180633545,0.5267898440361023,0.6121987104415894
31,12,u10,1.040371060371399,0.7562403082847595,0.28641268610954285
31,12,v10,0.9489603042602539,0.6484990119934082,0.22867585718631744
31,12,t2m,0.5607444047927856,0.46598395705223083,0.8607946634292603
31,12,msl,0.8334641456604004,0.5945632457733154,0.07889803498983383
31,18,u10,1.104087233543396,0.8104771971702576,0.1723565310239792
31,18,v10,0.7622146010398865,0.5737675428390503,0.5515927672386169
31,18,t2m,0.5068241357803345,0.42089828848838806,0.9046865701675415
31,18,msl,0.8649442791938782,0.6663777828216553,0.15314657986164093
31,24,u10,0.9897336959838867,0.7565279006958008,0.10250058025121689
31,24,v10,0.7721472382545471,0.5998965501785278,0.5531527996063232
31,24,t2m,0.5231605172157288,0.42406392097473145,0.9099791646003723
31,24,msl,0.8742131590843201,0.703419029712677,0.49172326922416687
32,6,u10,1.0101014375686646,0.7239224314689636,0.5271760821342468
32,6,v10,0.8804845809936523,0.6245940923690796,0.36301684379577637
32,6,t2m,0.5257208347320557,0.4208758473396301,0.8538642525672913
32,6,msl,0.7562913298606873,0.5598654747009277,0.34625333547592163
32,12,u10,1.0514461994171143,0.7835285067558289,0.25439751148223877
32,12,v10,0.8400535583496094,0.6341121196746826,0.5087104439735413
32,12,t2m,0.5438070893287659,0.4523361027240753,0.8980041742324829
32,12,msl,0.918095052242279,0.7189217805862427,0.2010418027639389
32,18,u10,1.018654227256775,0.7836384177207947,0.07362282276153564
32,18,v10,0.8254953622817993,0.631706714630127,0.4661317765712738
32,18,t2m,0.4834631383419037,0.3853934705257416,0.9179142117500305
32,18,msl,0.9224017858505249,0.7406113147735596,0.47572091221809387
32,24,u10,1.0931823253631592,0.8215554356575012,-0.06294627487659454
32,24,v10,0.7988419532775879,0.5780309438705444,0.34515467286109924
32,24,t2m,0.5152702331542969,0.39704182744026184,0.9171460270881653
32,24,msl,1.1392163038253784,0.8062692880630493,0.6036600470542908
33,6,u10,0.8315687775611877,0.638993501663208,0.5582346320152283
33,6,v10,0.8659179210662842,0.6668544411659241,0.6216626763343811
33,6,t2m,0.5227222442626953,0.4254460334777832,0.8855185508728027
33,6,msl,0.71738600730896,0.5798614025115967,0.47680261731147766
33,12,u10,0.9612249135971069,0.7505859136581421,0.18268747627735138
33,12,v10,0.8634915351867676,0.6496718525886536,0.45549795031547546
33,12,t2m,0.5324041843414307,0.4296623170375824,0.9065647721290588
33,12,msl,0.8481559157371521,0.6752262711524963,0.5145836472511292
33,18,u10,0.9944701194763184,0.740592360496521,0.015408376231789589
33,18,v10,0.7946509718894958,0.562532901763916,0.35633406043052673
33,18,t2m,0.4696177542209625,0.3695671558380127,0.9159279465675354
33,18,msl,0.9795734882354736,0.6748653650283813,0.5863917469978333
33,24,u10,1.0394946336746216,0.7385523915290833,0.024757303297519684
33,24,v10,0.7988982796669006,0.5773229598999023,0.2470775693655014
33,24,t2m,0.46624141931533813,0.34953635931015015,0.9178289175033569
33,24,msl,1.193713903427124,0.8515815734863281,0.6134775280952454
34,6,u10,0.8256002068519592,0.6597266793251038,0.5490015745162964
34,6,v10,0.795805811882019,0.5774617791175842,0.5681124329566956
34,6,t2m,0.5207352638244629,0.4019923210144043,0.9027019143104553
34,6,msl,0.580742597579956,0.4715229272842407,0.8330894708633423
34,12,u10,0.906284511089325,0.6850048899650574,0.17155055701732635
34,12,v10,0.7802972197532654,0.5558230876922607,0.39042720198631287
34,12,t2m,0.5022835731506348,0.3860791325569153,0.9076695442199707
34,12,msl,0.7521516680717468,0.5522609353065491,0.7288174629211426
34,18,u10,0.9586210250854492,0.6979827880859375,0.10226254165172577
34,18,v10,0.8815599679946899,0.6672700643539429,0.15527337789535522
34,18,t2m,0.45273029804229736,0.3504343330860138,0.9056235551834106
34,18,msl,0.919154703617096,0.6905070543289185,0.6551184058189392
34,24,u10,1.0615087747573853,0.7921974658966064,0.1411806046962738
34,24,v10,1.2183077335357666,0.9392834901809692,-0.17888659238815308
34,24,t2m,0.4571433663368225,0.34804925322532654,0.9002948999404907
34,24,msl,1.0771877765655518,0.8845566511154175,0.5008668303489685
35,6,u10,0.765963077545166,0.5805672407150269,0.5918030738830566
35,6,v10,0.662899911403656,0.4837985038757324,0.49379295110702515
35,6,t2m,0.4865088164806366,0.36465203762054443,0.9148508310317993
35,6,msl,0.5977515578269958,0.4586859941482544,0.8929786086082458
35,12,u10,0.8984441757202148,0.6729499101638794,0.23696087300777435
35,12,v10,0.8572747707366943,0.6684494018554688,0.11938231438398361
35,12,t2m,0.48890453577041626,0.38659194111824036,0.902954638004303
35,12,msl,0.8200864791870117,0.6556998491287231,0.7835474014282227
35,18,u10,0.9944371581077576,0.749299168586731,0.23060660064220428
35,18,v10,1.2072556018829346,0.9051803350448608,-0.2744581699371338
35,18,t2m,0.42994049191474915,0.33865392208099365,0.903156578540802
35,18,msl,0.928802490234375,0.7730839848518372,0.5299495458602905
35,24,u10,1.018568992614746,0.7957876324653625,0.374841570854187
35,24,v10,1.4948084354400635,1.0016191005706787,-0.46951839327812195
35,24,t2m,0.43397825956344604,0.34409385919570923,0.9053752422332764
35,24,msl,0.8159564733505249,0.6091537475585938,0.23972970247268677
36,6,u10,0.7532379031181335,0.566512942314148,0.6326162219047546
36,6,v10,0.7637414336204529,0.6118367910385132,0.37888380885124207
36,6,t2m,0.47561097145080566,0.3583294749259949,0.9055118560791016
36,6,msl,0.6952030658721924,0.5726990103721619,0.881210446357727
36,12,u10,0.9028989672660828,0.6839873790740967,0.42094817757606506
36,12,v10,1.153643012046814,0.8511044383049011,-0.2705006003379822
36,12,t2m,0.47016671299934387,0.3741060793399811,0.9032052159309387
36,12,msl,0.780015230178833,0.6484946608543396,0.6076571941375732
36,18,u10,1.0274730920791626,0.8094626665115356,0.37096622586250305
36,18,v10,1.337498664855957,0.8987541794776917,-0.4626958966255188
36,18,t2m,0.4287666380405426,0.3309251368045807,0.9173136949539185
36,18,msl,0.8462527394294739,0.6000666618347168,0.29445064067840576
36,24,u10,1.2023404836654663,0.9321970343589783,0.06970012933015823
36,24,v10,1.3961941003799438,0.9040240049362183,-0.4880703389644623
36,24,t2m,0.49462080001831055,0.39076802134513855,0.873999834060669
36,24,msl,1.106823444366455,0.7699069976806641,-0.06177541986107826
37,6,u10,0.7967063784599304,0.6058482527732849,0.6184712052345276
37,6,v10,0.9652785658836365,0.712592363357544,0.20800893008708954
37,6,t2m,0.471344530582428,0.3519929051399231,0.9156146049499512
37,6,msl,0.5905283689498901,0.469204306602478,0.7455359101295471
37,12,u10,1.0245236158370972,0.8030718564987183,0.4275951683521271
37,12,v10,1.1420527696609497,0.7958574295043945,-0.30306142568588257
37,12,t2m,0.5255128741264343,0.41634806990623474,0.9024633169174194
37,12,msl,0.732159435749054,0.5027731657028198,0.4491269886493683
37,18,u10,1.129826307296753,0.8648476600646973,0.08220598101615906
37,18,v10,1.2860796451568604,0.8777036666870117,-0.4184509217739105
37,18,t2m,0.4804563820362091,0.38150280714035034,0.8748512268066406
37,18,msl,0.9561365842819214,0.6572455167770386,-0.0007894581067375839
37,24,u10,1.0528086423873901,0.8245677947998047,-0.06950873136520386
37,24,v10,1.3307454586029053,0.9423972368240356,-0.42866960167884827
37,24,t2m,0.44780880212783813,0.35396939516067505,0.8763896822929382
37,24,msl,0.9891470670700073,0.7169840335845947,-0.24893489480018616
38,6,u10,0.9913460612297058,0.7589809894561768,0.5521721839904785
38,6,v10,0.9422195553779602,0.6782309412956238,0.43134307861328125
38,6,t2m,0.5782517194747925,0.44062286615371704,0.8825236558914185
38,6,msl,0.7212889194488525,0.5032981634140015,0.6486554741859436
38,12,u10,1.024817705154419,0.7672043442726135,0.23229466378688812
38,12,v10,1.159927487373352,0.8366301655769348,-0.09367143362760544
38,12,t2m,0.5184212327003479,0.39970874786376953,0.8638466000556946
38,12,msl,0.9428523182868958,0.6673088073730469,0.192453533411026
38,18,u10,0.9693503379821777,0.7566976547241211,0.06946388632059097
38,18,v10,1.1909350156784058,0.8785461187362671,-0.30361586809158325
38,18,t2m,0.4472028613090515,0.3514248728752136,0.8768391609191895
38,18,msl,0.9293920993804932,0.6959744691848755,-0.015549174509942532
38,24,u10,0.9288811087608337,0.7239305973052979,-0.06805196404457092
38,24,v10,0.9978663921356201,0.7524480819702148,-0.22020423412322998
38,24,t2m,0.5055643916130066,0.38758325576782227,0.876118540763855
38,24,msl,0.8145614862442017,0.6218482851982117,0.1861772984266281
39,6,u10,0.8673525452613831,0.6555428504943848,0.6063269376754761
39,6,v10,1.0250881910324097,0.7396392822265625,0.5147610902786255
39,6,t2m,0.45555925369262695,0.3456377685070038,0.8855825662612915
39,6,msl,0.844734251499176,0.6279306411743164,0.5365484356880188
39,12,u10,0.907389223575592,0.710931122303009,0.27783313393592834
39,12,v10,1.0193132162094116,0.7491598129272461,0.017925020307302475
39,12,t2m,0.4858829379081726,0.3809201717376709,0.8813177347183228
39,12,msl,0.7911351919174194,0.5921357870101929,0.37057432532310486
39,18,u10,0.9050701856613159,0.7111548185348511,0.051277704536914825
39,18,v10,0.8933687806129456,0.6930317878723145,-0.0015875574899837375
39,18,t2m,0.47628054022789,0.35464784502983093,0.8886322975158691
39,18,msl,0.7927834391593933,0.6210070848464966,0.4169541001319885
39,24,u10,0.8608012199401855,0.6811988353729248,-0.05701300501823425
39,24,v10,0.8667465448379517,0.7153679132461548,0.28817999362945557
39,24,t2m,0.46324825286865234,0.3493043780326843,0.9044349789619446
39,24,msl,1.145277738571167,0.8591225147247314,0.5671782493591309
40,6,u10,0.7865418195724487,0.6217347383499146,0.6593084931373596
40,6,v10,0.8126389980316162,0.5972892045974731,0.504899263381958
40,6,t2m,0.49905702471733093,0.3789317011833191,0.895665168762207
40,6,msl,0.5684546232223511,0.4353703260421753,0.7260007262229919
40,12,u10,0.9122084975242615,0.7262297868728638,0.22187690436840057
40,12,v10,0.7809004783630371,0.6022034883499146,0.2370053082704544
40,12,t2m,0.529583752155304,0.3910282254219055,0.8809106945991516
40,12,msl,0.7635676860809326,0.5960485935211182,0.6241567134857178
40,18,u10,0.8734490871429443,0.6929740905761719,-0.01577381044626236
40,18,v10,0.801490068435669,0.6456841230392456,0.39303943514823914
40,18,t2m,0.4584539830684662,0.3419153690338135,0.9106397032737732
40,18,msl,1.038756251335144,0.8336318135261536,0.6070579290390015
40,24,u10,0.9068745970726013,0.7164895534515381,0.1837264746427536
40,24,v10,0.9131889939308167,0.74028480052948,0.5399065613746643
40,24,t2m,0.47919732332229614,0.36313048005104065,0.8959488272666931
40,24,msl,0.9786035418510437,0.8492947220802307,0.7430673241615295
41,6,u10,0.8131304979324341,0.6500257253646851,0.556978166103363
41,6,v10,0.7098732590675354,0.5507341623306274,0.510511040687561
41,6,t2m,0.5243865251541138,0.3904275894165039,0.8963309526443481
41,6,msl,0.6882703900337219,0.5601460933685303,0.8143904805183411
41,12,u10,0.8776880502700806,0.7033690214157104,0.08832429349422455
41,12,v10,0.8163327574729919,0.6450933218002319,0.4415786564350128
41,12,t2m,0.5243548154830933,0.3901376724243164,0.8982980847358704
41,12,msl,0.9222766757011414,0.7792984843254089,0.7617126703262329
41,18,u10,0.9654549956321716,0.7630742192268372,0.1712646335363388
41,18,v10,0.9329456090927124,0.7409478425979614,0.49100542068481445
41,18,t2m,0.4762387275695801,0.3552771210670471,0.8846117258071899
41,18,msl,0.8626571893692017,0.7365243434906006,0.7917317152023315
41,24,u10,1.1092948913574219,0.8391985893249512,0.25293034315109253
41,24,v10,0.8408864736557007,0.6817268133163452,0.6744211912155151
41,24,t2m,0.4769696593284607,0.3542773127555847,0.8688483834266663
41,24,msl,0.8476706743240356,0.6982682943344116,0.7935019731521606
42,6,u10,0.7584983706474304,0.5974948406219482,0.3614579737186432
42,6,v10,0.7809368371963501,0.6113694906234741,0.622309684753418
42,6,t2m,0.5137085914611816,0.3821271061897278,0.9020354747772217
42,6,msl,0.6630553007125854,0.54837965965271,0.8908729553222656
42,12,u10,0.922887921333313,0.7140977382659912,0.27823877334594727
42,12,v10,0.9412267208099365,0.7488651871681213,0.5116589665412903
42,12,t2m,0.5276458263397217,0.3986358344554901,0.8730911016464233
42,12,msl,0.6834297776222229,0.5550098419189453,0.8696696162223816
42,18,u10,1.046301245689392,0.7895827293395996,0.31479978561401367
42,18,v10,0.8462274074554443,0.6912063360214233,0.6847450137138367
42,18,t2m,0.4587271809577942,0.3474154770374298,0.8728083968162537
42,18,msl,0.7717972993850708,0.6278799176216125,0.867467999458313
42,24,u10,1.1997274160385132,0.8960154056549072,0.4898233711719513
42,24,v10,0.9812769889831543,0.782302975654602,0.5393324494361877
42,24,t2m,0.4770919978618622,0.3707166910171509,0.8498861193656921
42,24,msl,0.8246110081672668,0.6965689659118652,0.7721220850944519
43,6,u10,0.7130662798881531,0.5456410646438599,0.5235921144485474
43,6,v10,0.8284628987312317,0.6537020802497864,0.6335686445236206
43,6,t2m,0.5824727416038513,0.4292290508747101,0.8621547818183899
43,6,msl,0.5082899928092957,0.39977598190307617,0.9087350368499756
43,12,u10,0.8272854089736938,0.6319984197616577,0.5135217308998108
43,12,v10,0.8177460432052612,0.654374361038208,0.7162976264953613
43,12,t2m,0.5466505289077759,0.41113442182540894,0.8697604537010193
43,12,msl,0.6686514019966125,0.5567679405212402,0.8904438614845276
43,18,u10,0.9996793270111084,0.7351385354995728,0.6648600101470947
43,18,v10,0.9683531522750854,0.7509927153587341,0.5227826237678528
43,18,t2m,0.49099278450012207,0.3851143717765808,0.8490050435066223
43,18,msl,0.7339051365852356,0.5884220600128174,0.7181738615036011
43,24,u10,1.2904553413391113,0.937393307685852,0.6879605054855347
43,24,v10,0.8592357039451599,0.6577155590057373,0.5186877846717834
43,24,t2m,0.546563446521759,0.41982507705688477,0.7650611996650696
43,24,msl,1.1442958116531372,0.7916831970214844,0.2755594849586487
44,6,u10,0.6607999801635742,0.5229208469390869,0.7254849672317505
44,6,v10,0.7956432700157166,0.6232497692108154,0.7391959428787231
44,6,t2m,0.5802390575408936,0.4292389154434204,0.8750860691070557
44,6,msl,0.578918993473053,0.49118876457214355,0.8806319236755371
44,12,u10,0.8418368697166443,0.6367813348770142,0.754938006401062
44,12,v10,0.9372335076332092,0.7293787002563477,0.5514860153198242
44,12,t2m,0.5891778469085693,0.44784286618232727,0.8254957795143127
44,12,msl,0.7820944786071777,0.6106308698654175,0.5590261816978455
44,18,u10,1.063697099685669,0.774645984172821,0.7635713815689087
44,18,v10,0.7527393698692322,0.5863687992095947,0.6084548234939575
44,18,t2m,0.5600693821907043,0.4116215407848358,0.7766644358634949
44,18,msl,1.0948630571365356,0.7663034200668335,0.2789748013019562
44,24,u10,1.0701971054077148,0.7251054644584656,0.6630225777626038
44,24,v10,0.7454583644866943,0.5680146813392639,0.5940828323364258
44,24,t2m,0.49808040261268616,0.36767834424972534,0.814937949180603
44,24,msl,1.1649819612503052,0.743809700012207,0.16566389799118042
45,6,u10,0.714544415473938,0.5529452562332153,0.8412805795669556
45,6,v10,0.7925194501876831,0.620422899723053,0.7047204971313477
45,6,t2m,0.5844549536705017,0.4239063262939453,0.855200469493866
45,6,msl,0.7479590773582458,0.5671464204788208,0.5809189081192017
45,12,u10,0.8979964256286621,0.6511386036872864,0.7865079045295715
45,12,v10,0.6649055480957031,0.5285813212394714,0.6525099277496338
45,12,t2m,0.6364666223526001,0.4671175479888916,0.8026238679885864
45,12,msl,0.9680981636047363,0.7002208232879639,0.33468958735466003
45,18,u10,0.8698601722717285,0.5903807878494263,0.6703298091888428
45,18,v10,0.7545887231826782,0.5861821174621582,0.5851461887359619
45,18,t2m,0.5333330035209656,0.39366066455841064,0.8201714754104614
45,18,msl,0.9884546399116516,0.6465174555778503,0.24924959242343903
45,24,u10,0.9164222478866577,0.6187142729759216,0.6120945811271667
45,24,v10,0.9512907862663269,0.734675407409668,0.4802650511264801
45,24,t2m,0.49747148156166077,0.3785907030105591,0.8149340748786926
45,24,msl,1.1616572141647339,0.7674065828323364,0.11018916964530945
46,6,u10,0.7120134830474854,0.519339382648468,0.8336977958679199
46,6,v10,0.5759930610656738,0.45749396085739136,0.6818520426750183
46,6,t2m,0.6155506372451782,0.45229095220565796,0.8508102893829346
46,6,msl,0.6328760981559753,0.4418891668319702,0.7573786973953247
46,12,u10,0.7747315764427185,0.5410847663879395,0.7211607694625854
46,12,v10,0.7254369258880615,0.574428915977478,0.5922422409057617
46,12,t2m,0.614077091217041,0.4687572419643402,0.8022257089614868
46,12,msl,0.8104161024093628,0.5305452346801758,0.47848203778266907
46,18,u10,0.812104344367981,0.56647789478302,0.6436901092529297
46,18,v10,0.9217936992645264,0.7020201683044434,0.4604114890098572
46,18,t2m,0.5121289491653442,0.40137144923210144,0.8269003629684448
46,18,msl,1.0385397672653198,0.698597252368927,0.22484742105007172
46,24,u10,0.8034728169441223,0.5849500894546509,0.6507160663604736
46,24,v10,1.1857727766036987,0.8928655385971069,0.5091884732246399
46,24,t2m,0.5995075106620789,0.4689614176750183,0.8180793523788452
46,24,msl,1.2782303094863892,0.8844681978225708,0.22487938404083252
47,6,u10,0.7335212826728821,0.5357434749603271,0.7844370603561401
47,6,v10,0.6904568672180176,0.5421046018600464,0.6211898922920227
47,6,t2m,0.5800539255142212,0.4378964304924011,0.804201602935791
47,6,msl,0.6958498358726501,0.47576531767845154,0.723359227180481
47,12,u10,0.8061713576316833,0.5964111089706421,0.6810017824172974
47,12,v10,0.988882303237915,0.7399964928627014,0.4364490211009979
47,12,t2m,0.5890783071517944,0.4678748846054077,0.8066944479942322
47,12,msl,1.084041714668274,0.7608633041381836,0.3395937979221344
47,18,u10,0.7755207419395447,0.6007896661758423,0.7125537395477295
47,18,v10,1.0909960269927979,0.8193410634994507,0.5445664525032043
47,18,t2m,0.618183434009552,0.48701703548431396,0.8289313316345215
47,18,msl,1.1413214206695557,0.8328615427017212,0.38587328791618347
47,24,u10,0.6493973731994629,0.4958970546722412,0.6898544430732727
47,24,v10,1.0123039484024048,0.763380765914917,0.5789783596992493
47,24,t2m,0.6086921095848083,0.4626403748989105,0.8825482130050659
47,24,msl,0.7738611102104187,0.5830003619194031,0.5408986210823059
48,6,u10,0.7972207069396973,0.5971419811248779,0.769974410533905
48,6,v10,0.9907850027084351,0.7235472798347473,0.46045395731925964
48,6,t2m,0.6162182688713074,0.4762965440750122,0.7778832912445068
48,6,msl,1.0692421197891235,0.7610726356506348,0.6568853855133057
48,12,u10,0.7732766270637512,0.602521538734436,0.804774284362793
48,12,v10,0.9502862095832825,0.7122173309326172,0.5392600297927856
48,12,t2m,0.6332240700721741,0.4815899133682251,0.8444828391075134
48,12,msl,1.0205321311950684,0.7624999284744263,0.5778300166130066
48,18,u10,0.6566102504730225,0.4990004301071167,0.6628546118736267
48,18,v10,0.9210660457611084,0.6739262938499451,0.5490018129348755
48,18,t2m,0.5679030418395996,0.4312700033187866,0.8885313272476196
48,18,msl,0.7128480672836304,0.5563962459564209,0.6204192042350769
48,24,u10,0.7882685661315918,0.5886597633361816,0.25272107124328613
48,24,v10,0.9356526136398315,0.6847813129425049,0.5186538696289062
48,24,t2m,0.6175034046173096,0.4767454266548157,0.8900538086891174
48,24,msl,0.5830031633377075,0.45928138494491577,0.5850339531898499
49,6,u10,0.7653108239173889,0.5790687799453735,0.7966647148132324
49,6,v10,0.794756293296814,0.6068859100341797,0.6946818828582764
49,6,t2m,0.5855085849761963,0.44569823145866394,0.8858234882354736
49,6,msl,0.7409999370574951,0.5552223920822144,0.8780398964881897
49,12,u10,0.7064984440803528,0.5225335359573364,0.5999489426612854
49,12,v10,0.8623435497283936,0.6393088698387146,0.6195740699768066
49,12,t2m,0.5635620951652527,0.43073877692222595,0.9022727608680725
49,12,msl,0.6228917241096497,0.490431010723114,0.763062596321106
49,18,u10,0.8308030962944031,0.6312978267669678,0.1977701187133789
49,18,v10,0.8477233052253723,0.6411690711975098,0.5662041902542114
49,18,t2m,0.5640926957130432,0.42827320098876953,0.8832253813743591
49,18,msl,0.579253613948822,0.46373337507247925,0.6079928874969482
49,24,u10,0.8388601541519165,0.6885221600532532,-0.07414077967405319
49,24,v10,0.7957123517990112,0.6217434406280518,0.5843275785446167
49,24,t2m,0.5565226078033447,0.43527093529701233,0.9132547378540039
49,24,msl,0.6289858818054199,0.5057745575904846,0.45044204592704773
50,6,u10,0.7020213007926941,0.515397310256958,0.5979205965995789
50,6,v10,0.7834924459457397,0.6043747663497925,0.7931905388832092
50,6,t2m,0.5478238463401794,0.412728488445282,0.8944494724273682
50,6,msl,0.5281726717948914,0.4257392883300781,0.880634069442749
50,12,u10,0.8233945965766907,0.6426947712898254,0.1651703119277954
50,12,v10,0.823655366897583,0.6526387929916382,0.6774829030036926
50,12,t2m,0.532008171081543,0.40635061264038086,0.9079347252845764
50,12,msl,0.5976473093032837,0.482512891292572,0.673894464969635
50,18,u10,0.9092608094215393,0.7422982454299927,-0.07421355694532394
50,18,v10,0.759436309337616,0.5866503715515137,0.5795033574104309
50,18,t2m,0.5070109367370605,0.3881949782371521,0.9118335247039795
50,18,msl,0.7255085706710815,0.5546857118606567,0.5009031295776367
50,24,u10,1.1390742063522339,0.8958857655525208,-0.027036156505346298
50,24,v10,0.8135212063789368,0.5692906379699707,0.09870465844869614
50,24,t2m,0.5446245074272156,0.4120942950248718,0.8883171081542969
50,24,msl,0.865466296672821,0.7061097621917725,0.26234757900238037
